userid,start_date_s,end_date_s,status_s,progress_s,duration_s_s,finished_s,recorded_date_s,response_id_s,distribution_channel,user_language,id_1_s,id_2_s,id_3_s,id_4_s,id_5_s,participinfo,consent,q12_first_click,q12_last_click,q12_page_submit,q12_click_count,entexp,entxn,entxb,xposent,xposen,xposeb,prog,programme,q18,q19_first_click,q19_last_click,q19_page_submit,q19_click_count,cse1,cse2,cse3,creativese,q24_first_click,q24_last_click,q24_page_submit,q24_click_count,pinno1,pinno2,pinno3,persinno,q29_first_click,q29_last_click,q29_page_submit,q29_click_count,pl1,cl1,cl2,pl2,cl3,ml1,ml2,pl3,ml3,pl,cl,ml,frequse,frequentuser,useplan,useprof,useacad,usecontext,q44_first_click,q44_last_click,q44_page_submit,q44_click_count,se1,se2,se3,selfefficacy,q49_first_click,q49_last_click,q49_page_submit,q49_click_count,gender,q50_3_text,ageoriginal,hscountry,country_n,country_group,uk,q53_first_click,q53_last_click,q53_page_submit,q53_click_count,q63_first_click,q63_last_click,q63_page_submit,q63_click_count,random_id,id
wn20hm,2024-01-31T11:31:22Z,2024-01-31T11:42:33Z,IP Address,100,670,TRUE,2024-01-31T11:42:34Z,R_3M6uof8fSqdAPkY,anonymous,EN,w,n,20,h,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,4.611,0,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,5.994,5.994,9.663,1,7,4,7,6,2.977,2.977,3.661,1,5,5,6,5.333333333333333,3.558,3.558,5.749,1,4,7,6,6,4,7,6,6,3,5.333333333333333,5.666666666666667,5.333333333333333,About once a month.,0,3,3,3,3,8.241,8.241,12.215,1,5,7,4,5.333333333333333,2.056,14.313,15.229,2,Prefer not to say,NA,20,China,95,China,0,NA,NA,NA,NA,18.009,18.009,59.5,1,73941,NA
ws04mj,2024-01-31T11:27:00Z,2024-01-31T11:39:22Z,IP Address,100,741,TRUE,2024-01-31T11:39:23Z,R_7QJwts7hWODLr8z,anonymous,EN,w,s,04,m,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,11.224,15.157,20.878,4,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,6.585,6.585,8.09,1,4,5,6,5,4.299,4.299,5.138,1,6,4,7,5.666666666666667,3.881,6.564,7.184,2,4,5,6,5,5,6,6,6,4,5,5.333333333333333,5.333333333333333,About once each week.,0,3,3,2,2.6666666666666665,20.393,20.393,22.946,1,5,5,5,5,4.623,4.623,5.343,1,Male,NA,23,South Korea,1,East Asia & Pacific,0,NA,NA,NA,NA,57.828,57.828,68.783,1,11276,NA
ws25wm,2024-01-31T11:29:00Z,2024-01-31T11:44:25Z,IP Address,100,924,TRUE,2024-01-31T11:44:25Z,R_8QMoIye60nbJj0w,anonymous,EN,w,s,25,w,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,5.314,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Mathematics / Mathematics and Statistics / Applied Mathematics.,A programme without a business component,1,4.472,33.852,44.728,3,4,3,4,3.6666666666666665,5.897,5.897,6.92,1,5,5,5,5,2.423,2.423,3.262,1,4,4,5,4,3,5,4,5,5,4.333333333333333,4,4.666666666666667,Several times each week.,frequent generative AI user,3,2,2,2.3333333333333335,4.012,4.012,5.244,1,5,5,5,5,13.052,13.052,16.811,1,Female,NA,22,China,95,China,0,NA,NA,NA,NA,8.557,8.557,75.334,1,75415,NA
wx20xj,2024-01-31T11:27:11Z,2024-01-31T11:38:28Z,IP Address,100,676,TRUE,2024-01-31T11:38:28Z,R_6hEymriBSjggaWJ,anonymous,EN,w,x,20,x,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,11.188,11.188,14.578,1,4,5,5,4.666666666666667,7.132,7.132,7.98,1,6,4,6,5.333333333333333,6.186,6.186,7.213,1,5,5,6,6,4,4,4,5,5,5.333333333333333,5,4.333333333333333,Several times each week.,frequent generative AI user,2,2,2,2,5.79,5.79,7.084,1,4,5,4,4.333333333333333,5.041,5.041,6.121,1,Female,NA,20,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,29.101,29.101,65.519,1,93416,NA
wz04qj,2024-02-01T10:50:02Z,2024-02-01T10:57:05Z,IP Address,100,422,TRUE,2024-02-01T10:57:05Z,R_5EE3jT0RaeKLUcX,anonymous,EN,w,z,04,q,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,1.004,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,12.048,12.048,13.73,1,5,6,6,5.666666666666667,5.526,6.805,7.392,3,6,5,6,5.666666666666667,4.276,5.14,6.277,3,5,6,7,7,6,6,6,6,6,6,6.333333333333333,6,Several times each week.,frequent generative AI user,1,1,2,1.3333333333333333,9.897,9.897,10.883,1,5,7,5,5.666666666666667,5.225,7.139,9.614,4,Female,NA,21,China,95,China,0,NA,NA,NA,NA,0,0,8.626,0,52049,NA
wz28xa,2024-01-31T11:27:33Z,2024-01-31T11:43:27Z,IP Address,100,953,TRUE,2024-01-31T11:43:28Z,R_6QtUAI3l57hiV3o,anonymous,EN,w,z,28,x,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,8.572,0,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,22.458,22.458,130.179,1,2,2,4,2.6666666666666665,12.147,12.147,13.073,1,3,2,3,2.6666666666666665,4.687,4.687,6.484,1,5,6,6,5,3,3,5,5,4,5,5,4,Several times each week.,frequent generative AI user,3,2,2,2.3333333333333335,7.679,7.679,9.526,1,4,7,5,5.333333333333333,8.278,8.278,10.133,1,Female,NA,20,China,95,China,0,NA,NA,NA,NA,3.761,3.761,107.5,1,60932,NA
xb12hj,2024-01-31T11:27:17Z,2024-01-31T11:39:40Z,IP Address,94,742,FALSE,2024-02-07T11:39:41Z,R_7qEWextg4Dxe7Ul,anonymous,EN,x,b,12,h,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,59.533,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,4.381,4.381,5.374,1,3,3,2,2.6666666666666665,3.547,3.547,4.277,1,5,5,6,5.333333333333333,1.813,3.849,4.749,2,7,7,7,7,5,6,5,6,6,6.666666666666667,6.333333333333333,5.666666666666667,Several times each week.,frequent generative AI user,1,2,2,1.6666666666666667,3.778,3.778,4.893,1,5,7,7,6.333333333333333,2.804,2.804,3.548,1,Female,NA,21,China,95,China,0,NA,NA,NA,NA,NA,NA,NA,NA,79322,NA
xn05ja,2024-01-31T11:28:29Z,2024-01-31T11:47:04Z,IP Address,100,1115,TRUE,2024-01-31T11:47:05Z,R_4OpoiMYQYKMNMTr,anonymous,EN,x,n,05,j,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,Mathematics and Business.,Another programme with a business component,0,2.164,24.912,25.635,6,5,6,6,5.666666666666667,11.459,12.238,12.854,2,5,6,7,6,1.7,9.944,10.846,3,4,4,4,5,4,4,5,5,4,4.666666666666667,4,4.333333333333333,Several times each week.,frequent generative AI user,3,3,1,2.3333333333333335,6.937,15.504,18.596,3,5,7,7,6.333333333333333,2.029,21.994,22.38,4,Female,NA,21,China,95,China,0,NA,NA,NA,NA,1.137,16.905,51.839,8,66950,NA
xn23xm,2024-01-31T11:30:54Z,2024-01-31T11:43:51Z,IP Address,100,776,TRUE,2024-01-31T11:43:51Z,R_2GwHg0qzwOpktIR,anonymous,EN,x,n,23,x,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,2.644,0,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,5.209,5.209,8.054,1,7,7,5,6.333333333333333,10.995,10.995,11.927,1,4,4,6,4.666666666666667,5.265,5.265,6.149,1,6,6,6,6,5,6,6,6,6,6,5.666666666666667,6,Twice or three times a month.,0,3,3,3,3,4.674,4.674,5.556,1,5,7,5,5.666666666666667,5.787,5.787,7.217,1,Female,NA,20,China,95,China,0,NA,NA,NA,NA,19.456,19.456,130.117,1,15153,NA
xn26hj,2024-01-31T11:30:03Z,2024-01-31T11:42:50Z,IP Address,100,766,TRUE,2024-01-31T11:42:50Z,R_3bPo2e5Wocj8TFD,anonymous,EN,x,n,26,h,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,13.543,0,I have experience as a self-employed person.,0,entrepreneurial experience –broader,None of the above.,0,0,Law and Business / Psychology and Business / Economics and Management.,Another programme with a business component,3 or more,10.779,61.606,62.522,6,6,6,6,6,15.758,19.482,20.756,2,4,2,2,2.6666666666666665,10.099,10.099,11.41,1,4,4,4,6,3,5,4,6,5,5.333333333333333,3.6666666666666665,4.666666666666667,Several times each week.,frequent generative AI user,2,1,1,1.3333333333333333,8.766,8.766,11.627,1,5,7,5,5.666666666666667,3.679,3.679,4.537,1,Female,NA,22,China,95,China,0,NA,NA,NA,NA,12.022,12.022,76.61,1,79253,NA
xn30cj,2024-01-31T11:29:28Z,2024-01-31T11:36:09Z,IP Address,100,401,TRUE,2024-01-31T11:36:10Z,R_8aolpdRCNYGRu9z,anonymous,EN,x,n,30,c,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,1.515,0,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,35.928,35.928,36.688,1,4,5,6,5,2.369,2.369,3.076,1,5,3,4,4,2.436,2.436,3.053,1,6,3,3,7,6,4,5,6,5,6.333333333333333,4,4.666666666666667,Several times each week.,frequent generative AI user,3,2,1,2,3.929,3.929,5.621,1,6,6,6,6,2.461,2.461,3.437,1,Male,NA,23,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,5.308,5.308,35.024,1,37633,NA
xq04hj,2024-01-31T11:58:44Z,2024-01-31T12:03:39Z,IP Address,100,295,TRUE,2024-01-31T12:03:40Z,R_514d99euXvjbOi0,anonymous,EN,x,q,04,h,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,None of the above.,0,0,Mathematics and Business.,Another programme with a business component,1,7.637,7.637,8.666,1,5,5,5,5,3.453,3.453,4.01,1,2,4,6,4,3.473,3.473,3.97,1,5,5,5,6,4,5,6,6,5,5.666666666666667,4.666666666666667,5.333333333333333,Once or more each day.,frequent generative AI user,2,2,2,2,0.79,0.79,1.337,1,6,6,6,6,2.633,2.633,3.16,1,Female,NA,23,China,95,China,0,NA,NA,NA,NA,12.05,12.05,38.427,1,56993,NA
xs17zs,2024-01-31T11:29:39Z,2024-01-31T11:33:45Z,IP Address,100,246,TRUE,2024-01-31T11:33:46Z,R_4WIhbJ0mMwfYXmN,anonymous,EN,x,s,17,z,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,None of the above.,0,0,A programme at the Business School.,Business programme at the business school,3 or more,3.032,3.032,3.789,1,7,7,3,5.666666666666667,3.17,3.17,3.667,1,4,3,2,3,1.764,1.764,2.314,1,4,5,3,5,5,7,7,5,6,4.666666666666667,4.333333333333333,6.666666666666667,Less than once a month.,0,3,2,3,2.6666666666666665,3.9,5.026,5.6,2,4,6,3,4.333333333333333,2.89,3.323,3.343,2,Male,NA,23,China,95,China,0,NA,NA,NA,NA,0,0,2.471,0,98424,NA
xz25zn,2024-01-31T11:32:06Z,2024-01-31T11:47:32Z,IP Address,100,925,TRUE,2024-01-31T11:47:33Z,R_301abylvO2KxSNP,anonymous,EN,x,z,25,z,n,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,2.088,2.088,2.103,1,None of the above.,0,0,None of the above.,0,0,Mathematics / Mathematics and Statistics / Applied Mathematics.,A programme without a business component,0,11.908,14.817,40.653,2,1,2,1,1.3333333333333333,3.879,3.879,4.964,1,5,4,6,5,4.543,4.543,5.178,1,5,4,4,5,3,4,4,5,4,5,3.6666666666666665,4,Several times each week.,frequent generative AI user,3,2,1,2,3.386,6.288,8.025,2,4,7,4,5,6.08,8.546,9.613,2,Female,NA,23,China,95,China,0,NA,NA,NA,NA,10.247,10.247,153.164,1,44117,NA
ya18ya,2024-01-31T12:02:03Z,2024-01-31T12:12:55Z,IP Address,100,652,TRUE,2024-01-31T12:12:57Z,R_4ASGoqSyBUSiGqY,anonymous,EN,y,a,18,y,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Mathematics / Mathematics and Statistics / Applied Mathematics.,A programme without a business component,0,4.97,4.97,5.774,1,5,5,5,5,1.785,8.422,8.944,6,6,4,5,5,10.252,11.93,12.585,3,6,6,6,6,3,5,5,5,3,5.666666666666667,5,4.333333333333333,Several times each week.,frequent generative AI user,2,2,2,2,2.522,3.144,4.335,2,4,6,4,4.666666666666667,4.291,6.423,7.213,3,Female,NA,21,China,95,China,0,NA,NA,NA,NA,1.132,6.668,65.056,3,66531,NA
yb22ym,2024-01-31T11:27:39Z,2024-01-31T11:44:22Z,IP Address,100,1002,TRUE,2024-01-31T11:44:23Z,R_6nrqce5zqSnaJDc,anonymous,EN,y,b,22,y,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,16.301,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,13.933,13.933,25.501,1,4,5,5,4.666666666666667,7.471,7.471,26.822,1,7,5,6,6,4.944,4.944,13.1,1,6,6,7,6,6,6,5,6,4,6,6.333333333333333,5,Several times each week.,frequent generative AI user,2,2,1,1.6666666666666667,9.341,9.341,12.714,1,5,7,5,5.666666666666667,5.95,6.85,7.8,2,Female,NA,22,China,95,China,0,NA,NA,NA,NA,9.567,9.567,34.073,1,41791,NA
yb25qn,2024-03-08T14:29:41Z,2024-03-08T14:37:52Z,IP Address,100,490,TRUE,2024-03-08T14:37:52Z,R_8ToXLQVvr3eQ1zO,anonymous,EN,y,b,25,q,n,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,None of the above.,0,0,Computer Science / Data Science / Informatics.,A programme without a business component,1,7.107,7.107,8.624,1,2,2,2,2,3.782,3.782,4.601,1,3,2,2,2.3333333333333335,2.212,3.03,3.554,2,2,1,1,2,2,6,6,6,5,3.3333333333333335,1.3333333333333333,5.666666666666667,Twice or three times a month.,0,3,2,2,2.3333333333333335,1.59,1.59,3.346,1,3,6,3,4,3.019,3.019,3.774,1,Female,NA,22,China,95,China,0,NA,NA,NA,NA,6.497,6.497,27.937,1,14338,NA
yc08lm,2024-01-31T11:29:54Z,2024-01-31T11:38:40Z,IP Address,100,526,TRUE,2024-01-31T11:38:41Z,R_8CkT2ASwNqiH4aB,anonymous,EN,y,c,08,l,m,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,12.847,41.843,43.796,2,6,6,5,5.666666666666667,0.981,5.529,6.474,3,3,2,2,2.3333333333333335,6.618,12.176,12.7,5,5,5,5,5,2,5,4,4,4,4.666666666666667,4,4.333333333333333,Several times each week.,frequent generative AI user,3,2,2,2.3333333333333335,4.716,4.716,12.325,1,5,6,3,4.666666666666667,4.133,5.563,6.334,2,Female,NA,23,China,95,China,0,NA,NA,NA,NA,10.992,10.992,33.809,1,26308,NA
yd05ya,2024-01-31T11:29:17Z,2024-01-31T11:43:17Z,IP Address,100,840,TRUE,2024-01-31T11:43:18Z,R_8b36Nhz3HOB5jsB,anonymous,EN,y,d,05,y,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,14.321,0,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,8.368,8.368,18.943,1,6,6,5,5.666666666666667,15.062,15.062,19.165,1,6,5,6,5.666666666666667,4.368,4.368,5.284,1,5,7,6,6,4,7,6,5,4,5.333333333333333,5.666666666666667,5.666666666666667,Several times each week.,frequent generative AI user,3,1,2,2,10.555,10.555,11.353,1,5,6,5,5.333333333333333,4.762,4.762,5.583,1,Male,NA,21,China,95,China,0,NA,NA,NA,NA,7.828,143.386,154.253,10,44705,NA
yh06ha,2024-01-31T11:27:13Z,2024-01-31T11:38:56Z,IP Address,100,703,TRUE,2024-01-31T11:38:57Z,R_6g1Sri65UN43QIT,anonymous,EN,y,h,06,h,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,1.985,41.67,46.341,4,4,4,5,4.333333333333333,9.551,9.551,10.35,1,1,1,1,1,3.092,3.092,3.806,1,5,5,6,6,6,6,6,6,5,5.666666666666667,5.666666666666667,5.666666666666667,Several times each week.,frequent generative AI user,3,2,1,2,3.285,3.285,4.47,1,6,7,6,6.333333333333333,5.376,5.376,6.116,1,Female,NA,20,China,95,China,0,NA,NA,NA,NA,1.842,1.842,3.405,1,46759,NA
yh19yf,2024-01-31T11:29:13Z,2024-01-31T11:44:24Z,IP Address,100,910,TRUE,2024-01-31T11:44:24Z,R_79BeFjlEQbGo43T,anonymous,EN,y,h,19,y,f,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,9.134,0,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Mathematics and Business.,Another programme with a business component,2,32.167,39.073,43.343,5,5,6,6,5.666666666666667,11.504,11.504,16.432,1,7,6,7,6.666666666666667,15.398,26.33,27.148,2,6,7,7,4,5,4,4,5,3,5,6.333333333333333,3.6666666666666665,Several times each week.,frequent generative AI user,3,1,1,1.6666666666666667,13.796,13.796,15.418,1,7,7,7,7,6.648,6.648,7.421,1,Female,NA,23,China,95,China,0,NA,NA,NA,NA,4.811,4.811,72.804,1,17998,NA
yl28js,2024-01-31T11:28:27Z,2024-01-31T11:37:02Z,IP Address,100,515,TRUE,2024-01-31T11:37:03Z,R_4oMbrYzYuSCmEb1,anonymous,EN,y,l,28,j,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,4.394,4.394,5.416,1,5,6,5,5.333333333333333,2.224,2.224,2.984,1,7,6,6,6.333333333333333,1.725,2.41,3.448,2,5,4,4,6,7,4,4,5,3,5.333333333333333,5,3.6666666666666665,Once or more each day.,frequent generative AI user,3,2,2,2.3333333333333335,4.503,5.368,6.993,2,5,6,5,5.333333333333333,3.934,3.934,6.19,1,Female,NA,21,United Kingdom,59,United Kingdom,1,NA,NA,NA,NA,5.831,5.831,41.735,1,26953,NA
ys09hj,2024-01-31T11:26:54Z,2024-01-31T11:40:33Z,IP Address,100,819,TRUE,2024-01-31T11:40:34Z,R_6NzFCxP2sCf39DK,anonymous,EN,y,s,09,h,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,18.614,21.772,22.794,5,6,5,4,5,3.869,3.869,5.253,1,6,6,6,6,1.882,1.882,2.54,1,7,7,7,7,7,7,7,7,6,7,7,6.666666666666667,Once or more each day.,frequent generative AI user,2,1,2,1.6666666666666667,1.597,4.932,10.455,3,5,7,7,6.333333333333333,3.121,4.718,5.431,2,Female,NA,20,China,95,China,0,NA,NA,NA,NA,3.605,14.842,52.303,5,36662,NA
ys27hj,2024-01-31T11:28:09Z,2024-01-31T11:38:11Z,IP Address,100,601,TRUE,2024-01-31T11:38:11Z,R_8GJpX1MikhSu9yA,anonymous,EN,y,s,27,h,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,6.135,0,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Mathematics / Mathematics and Statistics / Applied Mathematics.,A programme without a business component,2,10.398,10.398,11.706,1,6,6,6,6,3.562,3.562,4.674,1,6,5,6,5.666666666666667,7.159,7.159,8.267,1,5,6,6,6,4,5,5,5,4,5.333333333333333,5.333333333333333,4.666666666666667,Several times each week.,frequent generative AI user,3,3,2,2.6666666666666665,3.866,3.866,5.764,1,6,6,6,6,3.012,3.012,4.455,1,Male,NA,21,China,95,China,0,NA,NA,NA,NA,6.56,67.721,72.52,2,26447,NA
yt01xa,2024-03-08T14:29:38Z,2024-03-08T14:39:13Z,IP Address,100,575,TRUE,2024-03-08T14:39:14Z,R_6bH8ZO5vsW78GZQ,anonymous,EN,y,t,01,x,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,None of the above.,0,0,Computer Science / Data Science / Informatics.,A programme without a business component,1,6.001,18.444,30.836,5,6,6,5,5.666666666666667,3.232,3.232,4.873,1,5,4,5,4.666666666666667,2.204,4.066,4.841,3,6,7,7,6,6,3,6,6,5,6,6.666666666666667,4.666666666666667,Once or more each day.,frequent generative AI user,2,1,2,1.6666666666666667,3.525,6.788,9.941,3,6,7,6,6.333333333333333,2.42,2.42,3.014,1,Female,NA,23,China,95,China,0,NA,NA,NA,NA,0,0,14.386,0,68357,NA
yt13tj,2024-03-08T14:30:32Z,2024-03-08T14:51:47Z,IP Address,100,1275,TRUE,2024-03-08T14:51:47Z,R_19uZRyPtAHLxt8l,anonymous,EN,y,t,13,t,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,20.402,20.402,21.564,1,3,3,4,3.3333333333333335,10.048,23.091,32.257,3,3,2,5,3.3333333333333335,4.37,4.37,6.598,1,6,5,5,6,4,6,4,6,7,6,4.666666666666667,5.666666666666667,Twice or three times a month.,0,3,2,2,2.3333333333333335,4.989,4.989,6.15,1,4,5,4,4.333333333333333,9.977,9.977,15.587,1,Female,NA,23,China,95,China,0,NA,NA,NA,NA,14.424,14.424,51.117,1,12354,NA
